,filehash,winner,player_1_race,player_2_race,seconds,food_made_1,food_made_2,food_used_1,food_used_2,minerals_collection_rate_1,minerals_collection_rate_2,minerals_lost_1,minerals_lost_2,minerals_lost_army_1,minerals_lost_army_2,minerals_used_current_1,minerals_used_current_2,minerals_used_current_army_1,minerals_used_current_army_2,minerals_used_current_economy_1,minerals_used_current_economy_2,vespene_collection_rate_1,vespene_collection_rate_2,vespene_lost_1,vespene_lost_2,vespene_lost_army_1,vespene_lost_army_2,vespene_used_current_1,vespene_used_current_2,vespene_used_current_army_1,vespene_used_current_army_2,vespene_used_current_economy_1,vespene_used_current_economy_2,vespene_used_current_technology_1,vespene_used_current_technology_2,workers_active_count_1,workers_active_count_2
147,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1470.0,204.0,274.0,83.0,149.0,1987.0,2267.0,22175.0,11675.0,19475.0,10975.0,11550.0,18050.0,825.0,4000.0,6975.0,9100.0,156.0,1769.0,3150.0,6150.0,3150.0,6150.0,150.0,2925.0,50.0,2025.0,0.0,0.0,100.0,900.0,67.0,70.0
148,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1480.0,212.0,274.0,69.0,149.0,1651.0,2071.0,22875.0,11875.0,20175.0,11175.0,10950.0,18075.0,125.0,4025.0,7075.0,9100.0,156.0,1791.0,3150.0,6150.0,3150.0,6150.0,150.0,2975.0,50.0,2075.0,0.0,0.0,100.0,900.0,67.0,70.0
149,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1490.0,205.0,274.0,82.0,153.0,1007.0,2267.0,23425.0,11875.0,20175.0,11175.0,11200.0,18275.0,825.0,4225.0,6725.0,9100.0,156.0,1769.0,3150.0,6150.0,3150.0,6150.0,150.0,2975.0,50.0,2075.0,0.0,0.0,100.0,900.0,66.0,70.0
150,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1500.0,205.0,274.0,79.0,149.0,1035.0,1987.0,24075.0,12275.0,20675.0,11575.0,10550.0,18175.0,325.0,4125.0,6675.0,9100.0,156.0,1769.0,3150.0,6400.0,3150.0,6400.0,150.0,2975.0,50.0,2075.0,0.0,0.0,100.0,900.0,65.0,70.0
151,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1510.0,189.0,274.0,83.0,155.0,1007.0,2127.0,24275.0,12275.0,20475.0,11575.0,10750.0,18425.0,925.0,4375.0,6475.0,9100.0,179.0,1791.0,3150.0,6400.0,3150.0,6400.0,150.0,3150.0,50.0,2250.0,0.0,0.0,100.0,900.0,65.0,70.0
152,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1520.0,189.0,274.0,77.0,155.0,979.0,2099.0,24575.0,12400.0,20775.0,11700.0,10450.0,18350.0,625.0,4300.0,6475.0,9100.0,179.0,1769.0,3150.0,6450.0,3150.0,6450.0,150.0,3200.0,50.0,2300.0,0.0,0.0,100.0,900.0,65.0,70.0
153,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1530.0,189.0,274.0,81.0,159.0,867.0,2183.0,25075.0,12525.0,21275.0,11825.0,9950.0,18375.0,125.0,4325.0,6475.0,9100.0,156.0,1769.0,3150.0,6500.0,3150.0,6500.0,150.0,3000.0,50.0,2100.0,0.0,0.0,100.0,900.0,65.0,70.0
154,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1540.0,189.0,274.0,67.0,155.0,895.0,2127.0,25775.0,12775.0,21975.0,12075.0,9950.0,18525.0,125.0,4475.0,6475.0,9100.0,156.0,1769.0,3150.0,6600.0,3150.0,6600.0,150.0,3225.0,50.0,2325.0,0.0,0.0,100.0,900.0,65.0,70.0
155,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1550.0,204.0,274.0,72.0,159.0,895.0,2155.0,26125.0,12775.0,21975.0,12075.0,10000.0,18625.0,125.0,4575.0,6825.0,9100.0,156.0,1769.0,3150.0,6600.0,3150.0,6600.0,150.0,3525.0,50.0,2625.0,0.0,0.0,100.0,900.0,64.0,70.0
156,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1560.0,204.0,274.0,70.0,164.0,951.0,2043.0,26425.0,12775.0,22275.0,12075.0,10450.0,18675.0,125.0,4625.0,6825.0,9100.0,156.0,1791.0,3150.0,6600.0,3150.0,6600.0,150.0,3675.0,50.0,2775.0,0.0,0.0,100.0,900.0,64.0,70.0
157,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1570.0,181.0,274.0,70.0,172.0,1483.0,2071.0,26925.0,12775.0,22275.0,12075.0,10750.0,18625.0,325.0,4575.0,6325.0,9100.0,67.0,1747.0,3150.0,6600.0,3150.0,6600.0,150.0,3525.0,50.0,2625.0,0.0,0.0,100.0,900.0,64.0,70.0
158,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1580.0,173.0,274.0,66.0,170.0,1679.0,2127.0,27375.0,12825.0,22475.0,12125.0,10950.0,18900.0,125.0,4850.0,6225.0,9100.0,67.0,1713.0,3150.0,6750.0,3150.0,6750.0,150.0,3775.0,50.0,2875.0,0.0,0.0,100.0,900.0,64.0,70.0
159,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1590.0,173.0,289.0,74.0,172.0,1819.0,2071.0,27375.0,12875.0,22475.0,12175.0,11650.0,19500.0,525.0,5050.0,6225.0,9500.0,22.0,1646.0,3150.0,6900.0,3150.0,6900.0,150.0,3775.0,50.0,2875.0,0.0,0.0,100.0,900.0,64.0,70.0
160,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1600.0,173.0,289.0,74.0,183.0,1707.0,2183.0,27900.0,12875.0,22700.0,12175.0,11425.0,19650.0,600.0,5200.0,6125.0,9500.0,67.0,1590.0,3200.0,6900.0,3200.0,6900.0,100.0,3925.0,0.0,3025.0,0.0,0.0,100.0,900.0,62.0,70.0
161,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1610.0,173.0,289.0,71.0,181.0,1763.0,2043.0,28150.0,12975.0,22700.0,12275.0,11175.0,20050.0,600.0,5600.0,5975.0,9500.0,22.0,1635.0,3200.0,6900.0,3200.0,6900.0,100.0,3925.0,0.0,3025.0,0.0,0.0,100.0,900.0,59.0,70.0
162,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1620.0,150.0,289.0,56.0,191.0,1679.0,2183.0,29600.0,12975.0,22900.0,12275.0,9725.0,20100.0,400.0,5650.0,4925.0,9500.0,67.0,1679.0,3200.0,6900.0,3200.0,6900.0,100.0,4075.0,0.0,3175.0,0.0,0.0,100.0,900.0,48.0,70.0
163,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1630.0,150.0,289.0,54.0,193.0,1315.0,2267.0,29700.0,12975.0,23000.0,12275.0,9625.0,20200.0,300.0,5750.0,4925.0,9500.0,44.0,1635.0,3200.0,6900.0,3200.0,6900.0,100.0,4075.0,0.0,3175.0,0.0,0.0,100.0,900.0,48.0,70.0
164,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1640.0,150.0,289.0,48.0,195.0,1203.0,2295.0,30000.0,12975.0,23300.0,12275.0,9325.0,20950.0,0.0,6350.0,4925.0,9500.0,44.0,1567.0,3200.0,6900.0,3200.0,6900.0,100.0,4525.0,0.0,3475.0,0.0,0.0,100.0,1050.0,48.0,70.0
165,1b017c9c244e1c635a717f5a69b45afee739737b6ed594c00476088fdfe1ce92,2,Protoss,Protoss,1650.0,150.0,297.0,36.0,199.0,1091.0,2351.0,31000.0,12975.0,23400.0,12275.0,8725.0,21050.0,300.0,6350.0,4025.0,9600.0,22.0,1635.0,3200.0,6900.0,3200.0,6900.0,100.0,4525.0,0.0,3475.0,0.0,0.0,100.0,1050.0,30.0,70.0
